msno,city,bd,gender,registered_via,registration_init_time,Column1,Is_Churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,Column2,membership_expire_date,Column3,Time on board,is_cancel,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,Loyalty
h8V8SDTxiZ6BUKkNX95nZIVCuivW9i55McXHx8WGmOo=,4,28,female,3,20150222,2/22/2015,0,40,30,149,149,1,20170316,3/16/2017,20170415,4/15/2017,783,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
y1SeUmvuXX4NmrN55vQxrjHw6D+X07YMf2EnIGqQ9Xc=,4,28,female,3,20150508,5/8/2015,0,36,30,180,180,1,20170325,3/25/2017,20170424,4/24/2017,717,0,24,3,1,3,22,49,7421.142,5
LxFn8YHQcazaPqNc55choGpgvzJ+hIP6Zdf/c3l/fWA=,4,28,female,3,20150909,9/9/2015,1,22,410,1788,1788,0,20170327,3/27/2017,20180514,5/14/2018,978,0,1,0,1,0,144,93,39148.015,0
N9v8gjLYfuxr4qmVZiNI1qXwce43CrPTV/8HjbU5KNQ=,4,28,female,3,20120723,7/23/2012,0,36,30,180,180,0,20170317,3/17/2017,20170416,4/16/2017,1728,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
CxYM4mFu/inygMwmQ/pWxXYD/zylsduWHLbvXhMBBUg=,4,28,female,3,20150426,4/26/2015,0,40,30,149,149,1,20170317,3/17/2017,20170416,4/16/2017,721,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
a46AbpnAKiGcWY30+BlIEbOHO73iuVu+A1ziEDEnKno=,4,28,female,3,20130328,3/28/2013,0,40,30,149,149,1,20170313,3/13/2017,20170413,4/13/2017,1477,0,6,1,2,1,68,74,15997.475,5
S2N/V9OgH7yc0nYtW73UwEwAyyIdrPmJ8EpFIspucqI=,4,28,female,3,20150913,9/13/2015,0,29,30,180,180,0,20170228,2/28/2017,20170401,4/1/2017,566,0,0,0,0,0,22,22,5154.374,4
oeuE00/BCJgSY6sDUXAOFSrAV1uhs/Ylig7NMXM6auw=,4,28,female,3,20131206,12/6/2013,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,1233,0,0,0,0,0,2,2,530,5
Lpk/OAqkujZWheCtOToinov62D6jmOV5PiD0uLDBA2A=,4,28,female,3,20150610,6/10/2015,0,36,30,180,180,1,20170320,3/20/2017,20170419,4/19/2017,679,0,3,1,2,0,100,104,23555.713,5
zA4oKhzIIGAgo5NLTy8QNd5F7HyRbJUIml/3jf6na/s=,4,28,female,3,20150502,5/2/2015,0,36,30,180,180,0,20170311,3/11/2017,20170413,4/13/2017,712,0,0,0,0,0,53,50,13933.237,4
sssI1z3qtMk9GOynPFOye7Ks+xXEKmmIvFnhsHrYaIY=,4,28,female,3,20170109,1/9/2017,0,36,30,180,180,1,20170312,3/12/2017,20170411,4/11/2017,92,0,0,0,0,0,11,11,2754.601,5
bmezHW54cQhEH6xwpp38lBohDRueqR7olw0NGIFNBAw=,4,28,female,3,20140818,8/18/2014,0,39,30,149,149,1,20170228,2/28/2017,20170424,4/24/2017,980,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
y4mRrXv2nE2Ub9n4dis+j0nqn0TZ/GcjQ6YfR7HbhHk=,4,28,female,3,20141030,10/30/2014,0,37,30,149,149,1,20170319,3/19/2017,20170418,4/18/2017,901,0,7,0,0,3,5,15,1765.191,5
eljqx7Lmg1RcGhRZ2fOi68gDXxv193Sf0rUpnzssn9k=,4,28,female,3,20120405,4/5/2012,0,36,30,180,180,1,20170314,3/14/2017,20170413,4/13/2017,1834,0,0,0,0,0,74,74,19105.853,5
0KHO7fr8RGjWHB1agoHOEJUJQQGRDM2dNrhikL+8WE8=,4,28,female,3,20150914,9/14/2015,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,586,0,0,0,0,0,30,30,7886,5
l/pXUuwqIq9xos7HBwDTS3/0ndvaaGBZemMDUEH4WFA=,4,28,female,3,20120926,9/26/2012,0,37,30,149,149,1,20170308,3/8/2017,20170407,4/7/2017,1654,0,0,0,0,1,0,1,178.699,5
qDZJSfhJ2HawIT841dXnkydjQhCOQloiUWCCbPcU+nc=,4,28,female,3,20131130,11/30/2013,0,40,30,149,149,1,20170215,2/15/2017,20170407,4/7/2017,1224,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
RZdazf7zkCEDjbKqrpvjflfCCrEjUcNtukcxfz/OKW8=,4,28,female,3,20150817,8/17/2015,0,40,30,149,149,1,20170324,3/24/2017,20170426,4/26/2017,618,0,2,1,1,0,26,12,6465.594,5
PzZ2tLt2I0B3TS35K8seSt8Z0gunMjO0CWp0Noptvks=,4,28,female,3,20160615,6/15/2016,0,36,30,180,180,1,20170316,3/16/2017,20170417,4/17/2017,306,0,0,2,0,0,58,59,13730.484,5
IbtSx0Ud2KTN60qnPeZzx7ArzoH7nnZsbiCCcbdrluE=,4,28,female,3,20130621,6/21/2013,0,37,30,149,149,1,20170321,3/21/2017,20170421,4/21/2017,1400,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
WqRSv3fnCNNn2tIo9rg6xR882dVnE4oPC5dswWNurIQ=,4,28,female,3,20120615,6/15/2012,0,37,30,149,149,1,20170321,3/21/2017,20170420,4/20/2017,1770,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
CrCsJPDeSNjxI40cvOtCodq22kKivOiB0qAUagtUEnc=,4,28,female,3,20160927,9/27/2016,0,39,30,149,149,1,20170331,3/31/2017,20170529,5/29/2017,244,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
PSEHiVgM2axlJWsHjnnF6FFkVUATyOr35CrHWoJytts=,4,28,female,3,20131030,10/30/2013,0,40,30,149,149,1,20170309,3/9/2017,20170413,4/13/2017,1261,0,23,8,5,3,40,35,9974.074,5
Ro6AX37NUPG9w6VQUCiBC2cqPe9BUDwoLR0PDNAZ7XM=,4,28,female,3,20121015,10/15/2012,0,40,30,149,149,1,20170323,3/23/2017,20170423,4/23/2017,1651,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
oeWh+8xgcXk0fctr4dCbVM9pkksvmBY6EHcQN8ezn/k=,4,28,female,3,20160930,9/30/2016,0,36,30,180,180,1,20170307,3/7/2017,20170406,4/6/2017,188,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
KDMqqdptiDXBdI/gk8Ny7sL6Y7ihhcOOiyDI1Et7qJU=,4,26,female,3,20150906,9/6/2015,0,38,30,149,149,0,20170327,3/27/2017,20170426,4/26/2017,598,0,2,5,0,4,148,134,35974.287,4
rrwrxQjgzORhkiH7vaBFYw83vf0L0pTpi9Av7vHzvEA=,4,26,female,3,20121120,11/20/2012,1,38,30,149,149,0,20170322,3/22/2017,20170430,4/30/2017,1622,0,2,1,0,0,2,4,609.148,4
39I/0seEuWBgyLqPn9WBNFL95a1tganlWe9I8c0Ujnk=,4,26,female,3,20121114,11/14/2012,0,36,30,180,180,0,20170320,3/20/2017,20170419,4/19/2017,1617,0,9,1,2,0,107,118,24618.355,4
aUoSBXUwLYpSou1YKSDY+LFtaoq7Nv4KXY58LHhe/gY=,4,26,female,3,20140328,3/28/2014,0,40,30,149,149,1,20170303,3/3/2017,20170402,4/2/2017,1101,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
kmnIExwV7B47+Rt7Igc1q2v2/axQllEYDvHjU2g9g80=,4,26,female,3,20130305,3/5/2013,0,36,30,180,180,1,20170314,3/14/2017,20170413,4/13/2017,1500,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
cSOgjqlVlJCbE14H49ugoLHBElbHzTt3WDTRAsC0Wls=,4,26,female,3,20141001,10/1/2014,0,38,30,149,149,0,20170310,3/10/2017,20170409,4/9/2017,921,0,3,0,0,0,4,7,1033.415,4
+pF3s0bz7nwSht0FEz7TcdTjvv4UDi7B7MMGq0r6Sak=,4,26,female,3,20130918,9/18/2013,0,40,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,1293,0,0,0,0,0,1,1,229,5
t5w4VnbkowIQL+3gtt26joe6Xl66Pbd1mIPMQ/aMzD0=,4,26,female,3,20130115,1/15/2013,0,36,30,180,180,0,20170329,3/29/2017,20170428,4/28/2017,1564,0,2,0,0,1,28,31,7287.066,4
30HPSDCXzjxOcPudwVn8ismnEoMrbOKCDFUrzndiGVo=,4,26,female,3,20121118,11/18/2012,0,33,30,149,149,1,20170331,3/31/2017,20170504,5/4/2017,1628,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
O5IFR8t0c2vAAvN8uV0kFUEZxMkIWmhiNE3B2hnZop4=,4,26,female,3,20141219,12/19/2014,0,36,30,180,180,1,20170308,3/8/2017,20170407,4/7/2017,840,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
GGwA4LJZIHkwxIuy4fyIPbQ2ulOdGhseQmWy4/E45go=,4,26,female,3,20140611,6/11/2014,0,39,30,149,149,1,20170331,3/31/2017,20170517,5/17/2017,1071,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
d6h4I7gYNzC/TTGViXUlxp2W7dAnnCvSuhpK62/9bcY=,4,26,female,3,20141204,12/4/2014,1,40,30,149,149,1,20170301,3/1/2017,20170406,4/6/2017,854,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
nuw9eieJWYyWHVhkssGbaIciVPr2qPzSPGgCKzhmUAg=,4,26,female,3,20130623,6/23/2013,0,39,30,149,149,1,20170228,2/28/2017,20170417,4/17/2017,1394,0,2,0,0,1,7,10,2020.11,5
UNsA436UasQ3G1RRAyuQcqTDfz7IIutMzS09Gt+lVV4=,4,26,female,3,20130414,4/14/2013,0,38,30,149,149,0,20170316,3/16/2017,20170415,4/15/2017,1462,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
N/9hIWoiIT0VIDwMz9G891B1BZV3schnST1RBNXysaE=,4,26,female,3,20140511,5/11/2014,0,39,30,149,149,1,20170228,2/28/2017,20170417,4/17/2017,1072,0,5,1,0,0,147,106,37465.45,5
8Clb9/i301ywtKGwvcDZ0d0jPyeiVASSOhVpg8K1NEU=,4,26,female,3,20150320,3/20/2015,1,37,30,149,149,1,20170308,3/8/2017,20170307,3/7/2017,718,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
E7V7DOEFVfk9YFQK/KjBAKS7sgNUIBxMsWgd3uK5Hb8=,4,26,female,3,20140317,3/17/2014,0,40,30,149,149,1,20170325,3/25/2017,20170425,4/25/2017,1135,0,11,1,2,1,58,53,13777.97,5
bHhlXzpZiELFDdxiPU+SNDam0OqSUtTMoLpBIBDshBo=,4,26,female,3,20120823,8/23/2012,0,36,30,180,180,1,20170324,3/24/2017,20170423,4/23/2017,1704,0,2,0,0,0,2,4,563.803,5
WUZVkarXWH05i01fdURl2dy6B1V0rTXCcZXT8PExVPA=,4,26,female,3,20151115,11/15/2015,0,40,30,149,149,1,20170310,3/10/2017,20170409,4/9/2017,511,0,0,0,0,0,112,99,25920.694,5
XYRgHUbXPXEPDDMJxZRuqx3gTAGQOzBWSSmhvq0U2B8=,4,26,female,3,20150117,1/17/2015,0,40,30,149,149,1,20170310,3/10/2017,20170409,4/9/2017,813,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
N9yKVXbAPa2GtZbEH/2t/DCOdP501ljw9TTFwQDZ7WU=,4,26,female,3,20120802,8/2/2012,1,37,30,149,149,1,20170122,1/22/2017,20170404,4/4/2017,1706,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
lx5wPGzl8BgXagNNuJRvLnWiltRxADcfUunBvgjGzEk=,4,26,female,3,20140403,4/3/2014,0,36,30,180,180,0,20170318,3/18/2017,20170418,4/18/2017,1111,0,7,0,1,2,21,12,6918.733,4
5qZhIWDyCuLFxxD7IYS44QcK6bsJjk4VTVfy0OfNFD0=,4,26,female,3,20150104,1/4/2015,0,36,30,180,180,0,20170323,3/23/2017,20170422,4/22/2017,839,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
Yqb8O75VbaNfK3tJ5ReLg7BngpudRV0QGGKqsLeEQjs=,4,26,female,3,20131009,10/9/2013,0,40,30,149,149,1,20170308,3/8/2017,20170409,4/9/2017,1278,0,1,0,1,1,47,44,12302.279,5
20zth1LlWBwWqaqTrw0arUwm5lvMZyYy5PvW0vzEgJc=,4,26,female,3,20121125,11/25/2012,0,40,30,149,149,1,20170307,3/7/2017,20170406,4/6/2017,1593,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
D78fCFBsM/WPP+hX+nOCWyFRmd4QeBD0lUVtSmgVB84=,4,26,female,3,20140625,6/25/2014,0,40,30,149,149,1,20170321,3/21/2017,20170420,4/20/2017,1030,0,1,1,0,0,29,30,6539.186,5
sAI8nDUj3p3E34Yy5Nf6QpkScWf7RueADWlcREJKq2Y=,4,26,female,3,20140708,7/8/2014,0,40,30,149,149,1,20170315,3/15/2017,20170417,4/17/2017,1014,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
tmqtkcS1lfdZStuleI4X7McUAm0g0UxWN814FAgvtOo=,4,26,female,3,20121109,11/9/2012,0,37,30,149,149,1,20170308,3/8/2017,20170407,4/7/2017,1610,0,4,0,0,1,8,10,1829.653,5
iqCrK1/kC8o8xUxYCikTU77SLi5j7zCEN0wmfU1Fvwc=,4,26,female,3,20130919,9/19/2013,1,40,30,149,149,1,20170317,3/17/2017,20170315,3/15/2017,1273,1,0,3,0,1,111,114,28805.107,5
ZzMyMNjFbec5UOy3EFahsusQQfbDSASYTFtYB+8gCCA=,4,26,female,3,20120913,9/13/2012,0,37,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,1660,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
uVj3r3ru3J3BxcXP2OX0NonWzNbKvnm7GVtcvnAlSyg=,4,26,female,3,20120716,7/16/2012,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1749,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
/BFpI151GJgrTwmSXYEMVdHppRTvotYucr786v9FBFY=,4,26,female,3,20131202,12/2/2013,0,40,30,149,149,1,20170309,3/9/2017,20170408,4/8/2017,1223,0,2,1,0,0,16,19,3943.986,5
zS9ELtvokFQIDcbkCIdaO2izeK8K4L9JOZGsd+cqP4M=,4,26,female,3,20140321,3/21/2014,0,40,30,149,149,1,20170311,3/11/2017,20170410,4/10/2017,1116,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
PDFpY+tW/M3RdJHd1HkGLQBosqouK+fw9EFlJ/q1GRA=,4,26,female,3,20150504,5/4/2015,0,38,30,149,149,0,20170314,3/14/2017,20170417,4/17/2017,714,0,1,1,0,0,51,53,11090.161,4
HGzL6GuSmSZ1Ik/oqQJUl3Hrh2z7kMRoHWxTe6WrHY4=,4,26,female,3,20120205,2/5/2012,0,36,30,180,180,1,20170225,2/25/2017,20170410,4/10/2017,1891,0,5,0,1,0,114,39,29758.708,5
AHYVTlsD3LLSytOTifoeBsOZ1ovdfvTQ5QWHZIPT1OY=,4,26,female,3,20120224,2/24/2012,0,39,30,149,149,1,20170228,2/28/2017,20170403,4/3/2017,1865,0,0,1,0,0,23,1,5449.494,5
wLsMw9sxFDbm42xlyzsRUCdYvfk8bq/FjF9EHMePcjA=,4,26,female,3,20120823,8/23/2012,0,36,30,180,180,1,20170322,3/22/2017,20170421,4/21/2017,1702,0,3,0,0,0,16,15,3585.404,5
cwPA0IPLG/ZqSoKH4v58D/4S/JDLOB0aZ/kTGeytyXY=,4,26,female,3,20120826,8/26/2012,0,40,30,149,149,1,20170325,3/25/2017,20170501,5/1/2017,1709,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
sCOaV9W62N8FGuiCJyXywg7okoVEx/7v7NmXDGm5n2Y=,4,26,female,3,20130616,6/16/2013,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1395,0,9,2,1,4,39,46,11722.63,5
kWlVYlwQbzmU4A0DKCXTqGCwDh5g7MzN0YJUXFX0C9o=,4,26,female,3,20160423,4/23/2016,0,40,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,342,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
mznx4LvU2apNf29S5cOtHmDeyGywmEiAUIxgLn3+lJk=,4,26,female,3,20160111,1/11/2016,0,40,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,445,0,64,1,2,5,18,83,6684.099,5
qwFixYF0OAhjHOSo8VJx1bgwkdp+TKYlOkj1cEBr2sg=,4,26,female,3,20131126,11/26/2013,0,37,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,1224,0,2,0,0,3,23,19,6224.781,5
767+TnKAI+ljkga32VCLRSaktQ+3EKlk1qjKz6XQ44M=,4,26,female,3,20121123,11/23/2012,0,39,30,149,149,1,20170228,2/28/2017,20170412,4/12/2017,1601,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
DF2HxtRJM2AjQ38D3NIIZIUyrKGT4cgIv14bK5/SBVQ=,4,26,female,3,20150831,8/31/2015,0,37,30,149,149,1,20170310,3/10/2017,20170409,4/9/2017,587,0,6,1,0,2,37,40,8982.018,5
84Ui3GoTB7QjxN7bbnshCvcpvLBRNBHVqYyTgIahkwg=,4,26,female,3,20160405,4/5/2016,0,37,30,149,149,1,20170301,3/1/2017,20170407,4/7/2017,367,0,12,7,6,5,113,63,29062.123,5
wmimzBKewxcvDJ/f7AlJlFu3CP2W+rvyhQzclEn21V8=,4,26,female,3,20140413,4/13/2014,1,38,90,477,477,0,20170313,3/13/2017,20170611,6/11/2017,1155,0,2,0,0,0,13,15,3178.198,0
95i4bPMg2PWG8HLyI8QVWb+koZ2gPRgbwiFcLHMzSfI=,4,26,female,3,20141013,10/13/2014,1,36,30,180,180,0,20170302,3/2/2017,20170402,4/2/2017,902,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
FJ1vVQshcJy2eeupjUHQ58xf04t3WKwHLp82TXkuv+o=,4,26,female,3,20140420,4/20/2014,0,40,30,149,149,1,20170301,3/1/2017,20170406,4/6/2017,1082,0,1,0,0,1,42,44,10862.503,5
l6Y2Xm3eBtj7mfgMal5aHOu7uqmkn75UtwULfsmU8JQ=,4,26,female,3,20130827,8/27/2013,0,37,30,149,149,1,20170321,3/21/2017,20170420,4/20/2017,1332,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
6XpxqahaS17QH6jloMFe4hd+Kzl+Uy1zKOa/o3oUmsk=,4,26,female,3,20140422,4/22/2014,0,30,30,149,149,1,20170307,3/7/2017,20170406,4/6/2017,1080,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
4gwcg5/HpP0ShH0e5qtdnAjFp3srqqwtKa0iZ8B7LOY=,4,26,female,3,20150318,3/18/2015,1,20,200,930,930,0,20170323,3/23/2017,20171013,10/13/2017,940,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
WDcy8NuJunAJjPQxBDETDIRHcSINJqTN53tRXc1OdBk=,4,26,female,3,20130112,1/12/2013,0,36,30,180,180,1,20170326,3/26/2017,20170425,4/25/2017,1564,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
5E2yzdM3xuGJsLZQa70ftYaHJsbyEufclGwzpauvK+E=,4,26,female,3,20140615,6/15/2014,0,40,30,149,149,1,20170326,3/26/2017,20170425,4/25/2017,1045,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Nn452bG9D0Um9CVxvK+Sqq4EdfSH6g2kdFFZ3Lp/aks=,4,26,female,3,20150524,5/24/2015,0,36,30,180,180,1,20170307,3/7/2017,20170406,4/6/2017,683,0,10,3,0,1,12,12,3069.734,5
QbgJcuiuVSMGP/vJetfVTVbQ0e4VLeOR34twfRL2BR4=,4,26,female,3,20130823,8/23/2013,0,37,30,149,149,1,20170326,3/26/2017,20170425,4/25/2017,1341,0,24,7,1,2,35,50,10760.792,5
DDEcE0EmOOkYTPG3yO9zR1Qn4i26ZZj3pxH4O/uJnMY=,4,26,female,3,20130127,1/27/2013,0,40,30,149,149,1,20170306,3/6/2017,20170409,4/9/2017,1533,0,3,0,1,0,24,25,6314.411,5
XyAowFeQBGCMHGwI0RYp0AvYriXy3tkRq0OJAlAg9b8=,4,26,female,3,20160713,7/13/2016,0,36,30,180,180,1,20170317,3/17/2017,20170416,4/16/2017,277,0,14,2,1,4,49,49,11651.788,5
EvpJGvJ3rsw52b7GpXcNr5FM0ksku360a35sZ+3bX/I=,4,26,female,3,20121014,10/14/2012,0,37,30,149,149,1,20170325,3/25/2017,20170424,4/24/2017,1653,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
FRAkomtZ4CQzP7J1FEVSaf+kCiG06OlUEZ7ZCaBEzP4=,4,26,female,3,20121023,10/23/2012,0,36,30,180,180,1,20170306,3/6/2017,20170405,4/5/2017,1625,0,5,0,1,0,26,32,6907.95,5
/VIVxBPm0tsynGaA9oCIA/gmeeI3HJe1Arc/cg1i/3s=,4,26,female,3,20141115,11/15/2014,0,36,30,180,180,1,20170325,3/25/2017,20170424,4/24/2017,891,0,1,0,0,0,35,33,9214.549,5
MYN0rO5Zjwmyxf5USPWubQ4B9YxD/Yo1KJj7ZbKG3gY=,4,26,female,3,20140110,1/10/2014,1,37,30,149,149,1,20170315,3/15/2017,20170331,3/31/2017,1176,1,4,0,0,0,18,14,4104.582,5
E3pss7RAkFU827lTwE1TebmINIS4nOI8BycpBb/+4rA=,4,26,female,3,20150906,9/6/2015,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,594,0,9,3,3,0,35,18,10101.032,5
jubHlsNuou9O72YB67J5UZ23RHPg3bvecgjP7C2/A7E=,4,26,female,3,20130902,9/2/2013,0,39,30,149,149,1,20170331,3/31/2017,20170509,5/9/2017,1345,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
dXNdrai43qZe9Y3liDUen7rLPDMF5T7h75QoLDQinmg=,4,26,female,3,20170117,1/17/2017,0,36,30,180,180,1,20170327,3/27/2017,20170426,4/26/2017,99,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
7jrUoreRM6LcscCqLDT96sz5wBiZwQWKqGxB5Ss2xlA=,4,26,female,3,20120620,6/20/2012,1,36,30,180,180,0,20170310,3/10/2017,20170411,4/11/2017,1756,0,1,1,1,1,17,21,4515.555,4
rggS860eY7/WV6fx9HMHEvsiH2x7d1LdkPGPSxdPc5E=,4,26,female,3,20141111,11/11/2014,0,31,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,901,0,91,7,1,7,112,164,31695.284,5
qqQ94Z5jvH0et/drbqccheVLRnCM5xsMtLD3smLOh+I=,4,26,female,3,20121102,11/2/2012,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,1632,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
dYBq1JoS4VskcYhII4EcrA++rZ+rWTcpNaHryDrsu1w=,4,26,female,3,20120309,3/9/2012,0,33,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1878,0,1,0,1,0,5,6,1546.494,5
PXnETu/pKbG5WkYNL8cDNh6EOYAYD0LE9ESs+h7Kj6I=,4,26,female,3,20120517,5/17/2012,0,39,30,149,149,1,20170228,2/28/2017,20170407,4/7/2017,1786,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
rilWHZpQ5LH/mrBrYziKdJZ9K0/VY5bbHnm6Fzc4SvQ=,4,26,female,3,20121006,10/6/2012,0,39,30,149,149,1,20170228,2/28/2017,20170408,4/8/2017,1645,0,1,0,0,0,104,102,25622.455,5
dubrhWKfxCXqb6TRNT/EmW7cRNQSv2gT5Jy/OftrfeY=,4,26,female,3,20140214,2/14/2014,0,39,30,149,149,1,20170331,3/31/2017,20170521,5/21/2017,1192,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
OHK2aovmTNBNbdjBdom9Si04EUviUjM8oxn38/fuSRs=,4,26,female,3,20130218,2/18/2013,0,36,30,180,180,1,20170315,3/15/2017,20170414,4/14/2017,1516,0,5,0,1,0,22,20,5669.194,5
6+rE+5NyqRCR9PDAVcajDmDzMn+Dpco39jN6BHXLu/g=,4,26,female,3,20120619,6/19/2012,0,39,30,149,149,1,20170228,2/28/2017,20170422,4/22/2017,1768,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
CLQWaefpRc6tX5SyQ8i8BjYWKg3xDaD3cI+SAdD7y/M=,4,26,female,3,20131010,10/10/2013,0,37,30,149,149,1,20170307,3/7/2017,20170406,4/6/2017,1274,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Id0AZxVNNatJNU/Gn2dHhIUueOAVm7294st49BUbP/s=,4,26,female,3,20150814,8/14/2015,0,40,30,149,149,1,20170322,3/22/2017,20170421,4/21/2017,616,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
wGtjKwp8b104KvPqTrk75b9Fll8CAIu2tG5dFrQoeWc=,4,26,female,3,20130904,9/4/2013,0,36,30,180,180,0,20170322,3/22/2017,20170421,4/21/2017,1325,0,1,0,0,0,1,1,192.838,4
WCOa/uZ0qOwqqS2y3lCLZkS9Pj+BOt6o/X7UPlibOOU=,4,26,female,3,20150420,4/20/2015,0,40,30,149,149,1,20170324,3/24/2017,20170424,4/24/2017,735,0,0,0,0,0,18,17,4478,5
VYs4O/hK/+SvQyEr4mDqmPavxTVQZGUxjzgb43Axzy8=,4,26,female,3,20120607,6/7/2012,0,33,30,149,149,1,20170331,3/31/2017,20170508,5/8/2017,1796,0,10,1,0,0,8,19,2155.927,5
TSPdh2K0oWSCBgFMbBDC5O4n4/ZfPSqLKgWP0DLiP1E=,4,26,female,3,20141130,11/30/2014,1,40,30,149,149,1,20170304,3/4/2017,20170512,5/12/2017,894,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
NpUNoFF1I04DkdsCR4sJZtkDOE3Cx09RmqGqKbRpbGw=,4,26,female,3,20120910,9/10/2012,0,36,30,180,180,1,20170316,3/16/2017,20170415,4/15/2017,1678,0,0,0,0,0,5,5,1159.207,5
E/FasyA0oCMVD7sGlrWM6Eu61d+3LUtbWpe3i9/HfzA=,4,26,female,3,20130222,2/22/2013,0,38,30,149,149,0,20170324,3/24/2017,20170423,4/23/2017,1521,0,9,4,2,1,27,43,7925.533,4
lJQnXdbhjAWpXfg2Hg8Y3PE90EwobWpSacselFFwq4s=,4,26,female,3,20130521,5/21/2013,0,37,30,149,149,1,20170306,3/6/2017,20170405,4/5/2017,1415,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
hX/YSwvSqG6p9dzwovpvprX7lYYSKkGTfAqcLnlHHz0=,4,26,female,3,20120519,5/19/2012,0,39,30,149,149,1,20170331,3/31/2017,20170511,5/11/2017,1818,0,4,5,2,0,129,140,32632.728,5
rdkHKH6YbGHI5M/WF9pFAZFRpUUSPuzAt6DfgubPJ4Q=,4,26,female,3,20120816,8/16/2012,0,37,30,149,149,1,20170308,3/8/2017,20170407,4/7/2017,1695,0,1,1,0,1,100,97,25277.16,5
